batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score
820,2023-08-13,1,type_c,41.27788881,56.96,Medium,10
821,2024-01-10,1,type_c,41.77264664,16.39,Medium,7.213546004
822,2023-11-14,2,type_c,35.72631171,39.86,High,6.035598821
823,2024-01-04,2,type_c,28.10357743,18.49,High,7.573189343
824,2024-03-16,1,type_c,38.9732858,36.18,Low,7.651318448
825,2023-11-05,2,type_b,40.29792329,39.29,Low,5.989674402
826,2023-09-18,2,type_b,28.3930276,13.67,High,5.2723219
827,2024-07-18,2,type_a,31.80535732,30.44,Low,6.793597375
828,2024-04-29,1,type_a,42.84536009,20.65,High,8.475700785
829,2023-08-13,2,type_c,36.13401865,52.11,High,5.809790044
830,2024-02-29,2,type_b,30.84246084,58.04,Low,5.872294141
831,2024-03-20,2,type_a,40.36378419,27.14,High,5.729890893
832,2024-05-22,1,type_c,39.76809535,50.57,High,6.975752783
833,2023-12-21,1,type_b,43.16700277,40.36,High,7.850343416
834,2024-04-04,2,Type_C,30.97196961,11.57,Low,5.097854309
835,2024-06-15,2,type_b,34.59675735,43.96,Low,7.01822216
836,2024-04-23,2,type_c,33.59749629,37.3,Medium,5.021155381
837,2023-10-03,1,type_a,42.62636643,42.44,Medium,9.713559663
838,2024-01-01,1,type_c,36.79895674,31.7,High,8.760856466
839,2023-12-20,1,type_c,46.39695066,20.84,High,7.606829368
840,2024-06-18,2,type_b,38.9052366,21.21,Low,5.719376668
841,2023-10-14,1,type_b,45.80378031,56.84,High,7.711198758
842,2024-06-30,1,type_c,43.20498922,14.29,Medium,8.575682136
843,2024-06-15,2,type_c,40.02779021,46.98,Medium,5.109732377
844,2024-03-13,2,type_b,33.07074587,41.04,High,5.998145648
845,2023-09-14,1,type_a,54.95875873,28.08,Low,8.751995591
846,2023-11-27,1,type_a,41.55057587,43.82,Medium,6.041383057
847,2023-09-12,2,type_a,30.56601651,43.11,High,5.448783453
848,2023-10-05,1,Type_C,51.08183815,18.38,High,8.545980699
849,2023-08-14,2,type_a,38.37280024,50.45,Medium,5.26929212
850,2024-07-31,2,type_b,38.32327442,32.4,Low,6.837839933
851,2024-05-11,2,type_a,33.18722282,20.87,High,6.212660188
852,2023-10-06,2,type_a,31.29708846,9.41,Low,5.826550434
853,2024-05-29,1,type_c,43.35719379,18.85,Medium,10
854,2024-05-08,2,type_a,34.20134276,11.34,Medium,7.043195258
855,2024-02-20,2,type_c,40.72775195,56.76,Medium,5.678123112
856,2024-06-25,2,type_c,34.53929877,42.91,Low,5.879382585
857,2024-03-01,1,type_b,45.06424754,61.24,Medium,8.723236972
858,2024-01-07,2,type_a,37.06593383,12.54,Medium,5.794634031
859,2024-04-05,2,type_b,37.60371406,40.21,High,5.474771474
860,2023-09-02,2,type_a,45.15784889,60.35,High,4.876309422
861,2024-05-31,1,type_a,44.1018589,44.57,High,7.56019651
862,2024-06-23,1,type_b,41.04469225,51.65,High,7.209836996
863,2024-02-05,1,type_b,46.58308647,58.07,High,6.87707466
864,2024-02-02,2,type_b,37.75342356,10.86,High,5.982558643
865,2023-10-10,1,type_c,46.02481572,55.65,Low,7.289817604
866,2024-02-22,1,type_c,44.55770145,27.21,Low,9.871311841
867,2023-10-19,2,type_b,32.77585803,51.32,Medium,6.177768385
868,2024-03-10,1,type_b,50.64123851,57.55,High,8.279945211
869,2024-02-11,2,type_a,26.57639396,39.71,Medium,4.26832575
870,2023-09-06,2,type_a,36.03065948,14.46,Medium,7.616531562
871,2023-11-20,1,type_c,48.58325913,64.18,Medium,8.21213159
872,2024-04-17,2,type_b,39.93618236,36.6,Low,5.898859317
873,2023-08-14,2,type_a,41.2816751,44.56,Medium,4.101455527
874,2024-02-06,2,type_b,31.46561167,54.84,High,7.597983114
875,2024-07-16,1,type_a,52.51357474,28.13,Medium,7.648271642
876,2023-12-14,1,type_b,50.14142029,40.36,Medium,7.203051996
877,2024-02-02,2,type_b,30.91161418,52.43,Medium,7.346208374
878,2024-04-21,2,type_a,29.54318388,28.9,High,7.041087778
879,2024-07-04,1,type_b,42.16244375,55.23,High,7.703775673
880,2024-02-24,2,type_b,37.86924056,21.9,Medium,4.919756672
881,2024-03-06,2,type_c,29.09468396,21.37,Low,5.39698775
882,2024-01-24,1,type_c,39.03275404,40.76,Medium,9.60055221
883,2023-09-27,2,type_b,31.32368891,40.9,High,6.758272189
884,2024-07-25,2,type_a,34.50448065,33.94,Medium,6.121403074
885,2024-04-13,2,type_b,32.67902834,40.71,Medium,5.961356861
886,2023-11-17,1,type_b,40.75289815,28.54,High,7.137522245
887,2023-11-05,2,Type_C,30.45357223,45.38,High,6.871839177
888,2024-04-27,1,type_b,50.41697828,38.12,Low,8.563470744
889,2024-06-04,1,type_b,45.17072088,13.89,High,8.795431306
890,2024-04-09,2,type_c,32.77322116,41.37,Medium,6.507115004
891,2023-11-14,1,type_b,47.38031894,55.81,Low,7.79450615
892,2023-09-05,2,type_c,31.29781723,56.38,Low,6.224239003
893,2023-08-11,1,type_a,48.38316128,56.6,Medium,7.961585526
894,2023-11-11,2,type_b,34.80450239,12.45,Low,3.67747348
895,2023-10-20,2,type_b,34.34979278,19.97,Low,7.086203381
896,2024-07-04,2,type_a,29.16728292,11.03,Low,6.290786787
897,2024-02-24,1,type_b,35.3816878,11.62,Low,6.785768545
898,2023-09-30,2,type_c,34.39025751,9.86,High,5.279198657
899,2024-07-07,1,type_b,47.86244736,60.81,High,8.859608545
900,2024-02-07,2,type_b,38.49282185,40.82,High,3.609238038
901,2024-01-17,2,type_a,42.9006619,15.86,Low,5.454022981
902,2024-02-09,1,type_c,47.21345933,26.38,High,7.840130684
903,2024-07-26,1,type_c,46.23467723,46.06,Low,9.264879624
904,2024-05-09,1,type_c,55.94114123,23.2,Medium,7.71547083
905,2024-07-02,1,type_a,49.15042811,36.19,Medium,9.172385178
906,2024-02-05,2,type_c,34.72621217,31.31,Medium,6.793139613
907,2023-10-03,1,type_b,43.50706951,43.03,High,9.98848515
908,2024-04-09,1,type_c,33.90340434,43.6,Low,7.147623995
909,2023-10-14,2,type_b,32.73029191,17.1,High,5.016644159
910,2023-08-24,2,type_b,30.65880178,22.89,High,6.820046946
911,2024-03-25,2,type_c,36.63533127,10.95,Low,6.381451201
912,2023-11-26,2,type_c,36.55182389,34.55,High,5.34810487
913,2024-06-29,1,type_c,42.94979089,52.34,Medium,8.697690715
914,2024-05-15,2,Type_C,44.73368173,34.35,High,4.906681186
915,2024-07-22,2,type_a,41.77912411,32.85,High,5.594250523
916,2024-01-02,2,type_b,31.48741914,12.98,Medium,4.412082315
917,2024-02-18,1,type_c,43.46219433,41.44,Medium,9.564106964
918,2024-02-26,2,type_a,33.36398864,8.84,Low,6.071362453
919,2024-03-04,2,type_a,29.53637318,52.42,High,4.10625176
920,2023-11-11,1,type_b,46.72624227,49.89,High,8.514658118
921,2023-09-16,2,type_c,36.98061339,25.04,Medium,4.123313221
922,2024-07-24,2,type_a,32.60501171,39.77,High,5.489396844
923,2023-09-07,2,type_c,37.58642196,6.4,Medium,6.435411839
924,2023-10-12,1,type_a,45.33719638,13.36,Low,8.779794751
925,2024-04-12,2,type_c,34.37066333,33.63,High,4.308737341
926,2024-02-26,2,type_b,36.20319432,25.79,Medium,5.974030949
927,2023-08-24,2,type_a,40.11998546,19.13,Low,7.4642781
928,2023-08-25,2,type_a,34.80460891,54.94,High,5.357277833
929,2023-12-14,2,type_b,27.49230837,51.87,Medium,5.566366308
930,2023-08-10,1,type_b,41.32305849,48.88,High,8.066136799
931,2023-11-28,2,type_c,35.87657923,18.7,Low,4.169649944
932,2024-01-25,2,type_c,32.13628677,27.44,Low,7.114383856
933,2023-11-23,2,type_c,29.43979252,54.76,Medium,4.264268456
934,2023-11-19,1,type_c,44.79683725,21.12,Low,7.712462246
935,2023-12-21,2,type_a,35.28746835,46.73,Medium,6.545703541
936,2023-08-21,2,type_a,43.07098913,42.44,Medium,6.613482212
937,2023-11-04,1,type_a,44.0787544,12.28,Medium,7.474470524
938,2023-10-17,1,type_b,37.59699209,28.32,Medium,9.840691897
939,2024-05-10,2,type_b,35.67684376,21.06,Low,7.042555421
940,2024-07-14,1,type_a,44.20217515,20.9,Low,7.92052333
941,2024-02-28,2,type_b,42.6194067,18.02,Medium,7.586004474
942,2024-05-23,2,type_c,36.3738766,49.87,High,5.205042268
943,2024-02-27,1,type_c,46.49132221,35.68,Medium,8.383912015
944,2024-02-24,2,type_a,32.30981039,32.69,High,6.655274466
945,2024-05-01,2,type_c,33.06356796,32.75,Low,6.76187624
946,2024-07-22,2,type_b,35.51526536,54.08,High,5.006581289
947,2024-02-21,2,type_a,37.26753372,23.33,Medium,5.955477924
948,2023-09-02,1,type_c,48.44480827,36.83,High,7.983973599
949,2023-08-30,2,type_a,33.63483941,27.39,Medium,5.178819244
950,2023-11-02,2,type_b,39.84187934,40.47,Medium,6.071573078
951,2023-09-30,2,type_b,34.69055008,55.16,High,6.376587767
952,2023-11-27,2,type_c,27.4528773,36.12,Medium,5.495061504
953,2024-01-01,2,type_b,41.78435773,19.83,Low,6.048376651
954,2023-09-04,1,type_b,35.43858562,33.84,Medium,7.485277032
955,2024-06-04,1,type_b,35.48599501,47.51,Low,9.257668056
956,2023-08-15,1,type_b,51.6338299,41.41,Medium,7.894319837
957,2024-03-05,1,type_b,42.46049132,36.12,Medium,7.530823428
958,2024-01-25,1,type_a,46.51285689,47.18,High,8.007607321
959,2024-03-15,2,type_b,36.80784911,28.18,Low,6.166597083
960,2023-10-13,1,type_c,44.23003944,54.21,Low,5.823122942
961,2023-11-07,1,type_b,37.92931559,28.62,Low,7.783788895
962,2023-12-21,2,type_a,36.44063565,53.79,High,7.195745278
963,2024-06-28,1,type_b,49.92330866,26.77,High,8.509252234
964,2023-11-05,1,type_b,49.83659928,49.43,High,7.594080329
965,2024-02-28,2,type_a,30.14161832,26.79,High,5.01564692
966,2023-10-01,2,type_b,32.61126466,30.03,Medium,6.261314555
967,2023-10-05,1,type_c,48.14848148,23.06,High,8.071505283
968,2023-11-19,1,type_c,46.16765242,41.5,Low,7.142043873
969,2023-10-22,2,type_a,28.52827957,29.63,Medium,5.276447051
970,2024-02-08,2,type_a,34.90594075,36.61,High,4.769298545
971,2024-08-04,1,type_c,45.44245867,15.82,Low,6.940916452
972,2024-06-12,2,type_b,33.24124748,30.05,High,4.955176609
973,2024-06-14,2,type_c,31.99222966,53.26,Low,7.020174359
974,2023-09-30,1,type_b,51.04051453,35.32,Low,8.661034218
975,2024-04-17,2,type_c,28.54844696,27.42,Medium,6.630932073
976,2024-07-10,2,type_c,33.60733838,46.45,Medium,5.601281279
977,2023-11-03,1,type_a,36.81211337,40.52,Low,7.588768081
978,2024-06-12,1,Type_C,47.10285729,57.58,Medium,8.478629999
979,2024-01-17,2,type_c,35.46823003,57.02,High,5.968702448
980,2023-08-31,1,type_a,42.82439235,10.9,Low,8.128771334
981,2024-05-15,1,type_c,48.78745713,41.6,Medium,8.62577922
982,2023-10-17,2,type_b,44.95598291,13.3,High,7.669124441
983,2023-09-23,1,type_c,44.37475907,49.29,-,7.581016485
984,2023-09-10,1,type_b,51.84214658,52.36,High,9.418581589
985,2023-11-21,1,type_a,42.64627085,11.26,Low,9.441055853
986,2024-03-16,2,type_a,37.3917817,50.34,Low,5.941790962
987,2024-05-31,2,type_b,39.13187108,38.12,Low,7.059050818
988,2024-01-06,2,type_b,41.27591072,56.09,Low,4.179447467
989,2024-04-09,2,type_b,31.64270056,33.27,High,6.717286798
990,2024-01-24,2,type_c,38.95643292,13.32,High,7.263372779
991,2024-08-06,2,type_b,40.82570476,22.76,High,6.451026885
992,2024-08-08,1,type_b,41.70955838,13.2,Medium,7.449915494
993,2024-02-06,2,type_c,34.81567511,39.3,High,4.589484604
994,2023-12-12,1,type_c,50.35309279,46.24,Medium,5.602955595
995,2024-03-06,2,type_b,39.3969564,30.74,Low,7.706024771
996,2024-03-05,1,type_a,45.01911489,45.13,High,8.623450003
997,2024-06-08,1,type_a,49.53787995,31.33,Medium,8.100024975
998,2023-10-11,2,type_b,40.23416482,55.5,Medium,5.344085236
999,2024-01-08,2,type_b,38.81565822,13.08,High,4.965060724
1000,2023-11-24,2,type_a,30.87971682,46.12,High,7.741484118
1001,2024-04-02,1,type_b,49.77588841,,Low,6.810727645
1002,2023-08-13,2,type_c,39.01071539,20.26,Medium,6.307913866
1003,2023-12-04,1,type_a,36.32846145,34.44,High,8.270484098
1004,2023-09-14,2,type_c,35.45287396,27.34,Medium,7.007755345
1005,2024-01-01,1,type_b,44.9909283,20.83,High,8.273689222
1006,2024-03-21,2,type_a,22.04259952,45.98,High,5.30389681
1007,2024-07-25,1,type_b,41.91222454,61.19,Low,6.451303998
1008,2024-04-22,2,type_b,28.77416917,38.31,Low,7.695591559
1009,2023-09-04,1,type_c,47.31009919,58.32,High,8.496859312
1010,2024-02-05,1,type_c,42.72849379,17,Medium,9.929163535
1011,2023-09-15,1,type_b,45.08239159,41.45,Medium,9.125668754
1012,2023-10-31,2,type_b,38.97890369,45.49,Low,6.433678773
1013,2023-09-26,2,type_c,35.34283113,32.37,High,8.282477913
1014,2024-06-08,2,type_b,37.10398828,11.87,Low,5.941464837
1015,2024-03-31,2,type_b,38.39546383,50.02,High,7.634691797
1016,2024-06-25,1,type_a,41.28848775,51.79,Medium,8.981614921
1017,2023-10-25,2,type_a,40.18900129,38.06,Medium,6.240160801
1018,2024-03-18,2,type_a,47.08723726,21.22,Medium,6.895026538
1019,2024-02-17,2,type_c,28.68303173,28.97,Medium,6.554051685
1020,2024-07-28,1,type_a,47.7262526,45.35,Low,8.861986579
1021,2023-10-05,1,type_a,45.96688775,49.81,High,9.195536012
1022,2023-11-05,2,type_b,30.55313222,16.06,Low,5.519118768
1023,2024-02-05,1,type_b,49.50907372,17.73,High,8.193291674
1024,2023-08-25,2,type_c,36.21411711,24.32,Medium,5.3343576
1025,2023-11-05,2,type_c,29.05006031,41.37,Low,4.386436964
1026,2024-04-26,2,type_a,32.04777605,55.77,High,5.315695208
1027,2023-10-13,1,type_a,51.83153775,26.15,Low,7.706908333
1028,2024-03-16,2,type_c,30.32607299,,Low,3.791463793
1029,2024-04-13,2,type_a,37.7523896,40.74,Medium,5.338353176
1030,2023-09-02,1,type_b,42.37486264,58.15,High,9.36010064
1031,2024-07-05,1,Type_C,46.62406419,61.52,Medium,7.296629937
1032,2024-01-16,1,type_c,41.56816995,42.73,Low,8.974910593
1033,2023-12-01,1,type_c,40.90472812,41.52,Medium,5.651338389
1034,2024-05-18,2,type_b,43.14386523,23.53,High,5.594039771
1035,2024-04-12,2,type_a,40.4625058,27.85,High,7.015284629
1036,2024-04-07,2,type_a,35.67801942,46.32,Low,5.44214033
1037,2023-08-19,2,type_a,29.98506261,13,Medium,5.822232705
1038,2024-04-20,1,type_a,42.58359265,48.29,Low,7.733887949
1039,2024-03-07,1,type_b,50.41745734,23.87,Low,10
1040,2024-07-03,1,type_a,46.97499988,50.52,Medium,7.85572509
1041,2023-11-06,2,type_a,34.00026839,21.89,Low,6.131805406
1042,2024-02-18,1,Type_C,45.70796092,30.77,High,8.053612049
1043,2024-06-15,2,type_b,29.32464418,42.44,Low,6.545304217
1044,2023-11-01,2,type_b,31.77144288,29.98,Medium,6.609042086
1045,2024-06-08,2,type_c,31.34216163,54.22,High,6.26498694
1046,2023-12-08,2,type_b,34.33634747,19.29,Low,7.307783553
1047,2024-01-02,2,type_a,39.57447654,41.69,Low,7.22673515
1048,2024-07-03,2,type_a,34.68955148,57.44,Low,8.497925206
1049,2024-04-19,2,type_c,28.31181649,27.68,Medium,2.227802447
1050,2023-09-27,1,type_c,43.91980594,11.61,Medium,8.05883468
1051,2024-08-08,2,type_b,29.10948563,47.55,High,5.856403704
1052,2024-01-15,1,type_a,56.96132539,51.96,Medium,6.386876662
1053,2024-02-21,1,type_c,38.96218578,52.07,High,7.773268224
1054,2023-09-19,1,type_c,40.06807312,42.1,Low,7.197065838
1055,2024-01-31,2,type_b,38.59841869,25.97,Medium,7.018876179
1056,2023-11-26,1,type_b,39.50855729,47.05,Low,9.103929331
1057,2024-07-30,1,type_a,50.4168725,28.86,High,8.217858495
1058,2024-03-09,2,type_a,35.87817211,23.29,High,5.424952705
1059,2023-08-23,1,type_a,37.82810039,31.14,Medium,7.359881974
1060,2024-01-31,1,type_a,50.90045091,19.23,Low,7.454239874
1061,2023-08-12,1,type_a,52.42267403,45.72,High,6.345193762
1062,2024-05-31,1,type_b,38.84856244,31.24,Medium,9.013944922
1063,2023-11-23,2,type_b,22.31546773,15.04,High,6.125231738
1064,2024-04-03,1,type_b,40.59405684,35.97,High,9.213762123
1065,2023-09-29,2,type_c,32.60579919,38.42,High,7.798421705
1066,2024-03-04,2,type_a,40.8841894,50.8,Low,5.107398478
1067,2024-07-27,2,type_a,33.36208417,8.24,Medium,6.248020148
1068,2024-02-06,2,type_c,28.42905677,11.01,Low,6.968934584
1069,2024-02-08,2,type_c,37.68971361,33.69,-,6.619166325
1070,2023-10-04,2,type_c,33.85949705,33.77,High,6.913655256
1071,2023-09-12,2,type_a,36.62734788,23.57,Medium,5.345287112
1072,2023-12-05,2,Type_C,37.6961596,52.78,Medium,5.992377405
1073,2023-11-24,1,type_b,48.10772904,50.58,Medium,7.354858203
1074,2023-09-06,1,type_c,54.5418451,26.31,Low,9.053417535
1075,2023-12-07,1,type_b,50.55448499,35.98,Medium,7.673445049
1076,2024-07-09,2,type_b,30.69336954,11.99,Low,5.755116471
1077,2023-10-05,2,type_c,43.11210603,31.12,High,4.858654502
1078,2024-07-15,2,type_a,34.87367162,23.24,High,5.243406065
1079,2024-06-29,1,type_a,48.00236206,58.87,Low,8.152911626
1080,2023-10-18,2,type_b,37.91492859,32.16,High,4.959329911
1081,2023-11-08,2,type_c,29.60596145,24.84,High,5.758973112
1082,2024-03-05,1,type_a,46.34540238,52.6,Medium,8.486556257
1083,2024-07-31,2,type_c,36.75993639,55.56,Low,6.089698737
1084,2023-08-25,2,type_b,44.20057172,34.36,Low,6.935262393
1085,2023-08-11,2,type_a,42.3052283,43.57,High,5.551818178
1086,2024-08-07,2,type_a,43.15008562,11.04,High,5.518140662
1087,2024-02-24,1,type_a,42.06150981,59.23,High,7.109619648
1088,2023-11-24,2,type_a,29.39631375,23.96,High,7.638759744
1089,2023-09-29,2,type_c,36.57035373,25.03,High,6.623176805
1090,2024-03-01,2,type_a,31.43819752,35.63,Low,4.755344194
1091,2024-01-26,2,type_c,32.34614395,13.68,Medium,5.232495515
1092,2023-12-28,1,type_c,47.30955527,45.07,Medium,7.903340578
1093,2024-06-09,2,type_c,37.35697928,31.72,Low,6.903481901
1094,2024-02-07,2,type_b,38.93631281,46.26,Medium,4.750902969
1095,2023-09-05,2,type_c,34.6323068,,High,5.296247776
1096,2024-03-05,2,type_b,38.14844264,18.68,High,6.522186909
1097,2024-01-24,1,type_b,49.82260901,19.54,High,6.552062657
1098,2023-12-15,2,type_b,39.08536638,38.88,Medium,7.255128371
1099,2023-10-26,2,type_c,39.01593666,55.12,Low,4.940864947
1100,2024-06-26,1,type_b,32.57318258,8.07,Medium,7.288294239
1101,2024-08-08,2,type_c,35.18765112,40.47,Medium,4.948736305
1102,2024-03-11,1,Type_C,45.12998801,7.03,Low,8.607173212
1103,2024-04-17,2,type_a,35.47860388,13.52,High,7.171039966
1104,2023-11-30,2,type_c,29.85768635,16.72,Low,4.872876449
1105,2024-03-20,1,type_c,43.57038594,21.02,Low,9.019696536
1106,2024-04-24,2,type_c,29.45539925,6.71,High,6.812400813
1107,2024-02-06,1,type_b,53.88609389,39.99,Medium,9.494960961
1108,2023-11-18,1,type_a,47.04110606,38.14,Medium,7.192303812
1109,2024-01-13,2,type_b,29.97280492,28.47,High,5.145910561
1110,2023-11-13,2,type_a,26.11457551,17.48,Medium,3.892272682
1111,2024-04-10,2,type_a,30.84003461,36.91,Medium,7.606641464
1112,2023-09-26,2,type_b,35.75541009,32.55,Medium,5.979551602
1113,2024-02-07,1,type_b,44.69040278,46.45,High,8.398877278
1114,2024-02-27,2,type_a,27.63431759,34.82,Medium,5.677897565
1115,2024-03-02,1,type_a,36.41382001,35.61,-,9.982475319
1116,2023-10-01,1,type_a,51.40091625,54.35,Low,8.835684408
1117,2023-12-01,2,type_a,47.50939817,,High,6.110285193
1118,2024-02-21,2,type_c,30.39565441,50.73,High,6.641276752
1119,2023-08-29,2,type_c,32.75263833,34.69,Medium,7.334883473
1120,2024-01-11,2,type_a,34.6320123,12.87,Medium,5.876541357
1121,2024-02-27,1,Type_C,52.69859817,22.82,Low,9.225837923
1122,2024-02-08,2,type_c,40.76722534,12.14,High,5.572803791
1123,2024-06-15,2,type_c,33.51801045,33.23,Low,5.10901726
1124,2024-04-07,1,type_c,45.95139634,42.3,Medium,9.024848999
1125,2023-12-12,1,type_b,45.51995394,30.98,High,7.808615098
1126,2024-01-23,2,type_c,28.37295326,19.25,Low,5.787285097
1127,2024-05-11,1,type_a,37.89684967,61.87,Medium,8.916017739
1128,2024-02-29,2,type_c,39.86481436,39.31,Medium,3.940593929
1129,2024-01-21,2,type_b,39.47506605,36.03,Medium,6.471127938
1130,2024-02-18,2,type_c,42.12547233,17.05,Low,4.349523322
1131,2023-12-18,1,type_a,51.90741987,15.1,Medium,6.940873341
1132,2023-11-29,2,type_b,29.30113846,40.08,High,5.874083388
1133,2023-08-14,2,type_a,41.91983191,40.25,High,4.511893411
1134,2024-01-24,2,type_a,35.03562407,16.18,High,5.183154418
1135,2024-05-10,2,type_c,34.93766616,48.39,Low,6.348949138
1136,2024-06-05,1,type_b,54.44049493,27.93,Medium,6.657560845
1137,2024-02-29,2,type_a,31.02546583,33.92,Low,6.968969612
1138,2024-04-15,2,type_b,38.2143078,30.49,Medium,5.424813077
1139,2024-04-06,1,type_a,35.21820497,13.57,Medium,6.200730801
1140,2024-05-27,1,type_a,51.37040049,38.1,High,7.516455895
1141,2024-06-01,1,type_b,44.5388368,46.81,Low,9.406292297
1142,2023-09-06,1,type_c,43.04626679,32.94,Medium,7.957322257
1143,2023-12-24,2,Type_C,33.84467714,56.75,Low,6.985887035
1144,2024-06-14,2,type_a,35.63534528,50.99,Medium,5.592680918
1145,2024-06-16,2,type_b,35.66855129,45.24,Low,7.308417418
1146,2023-12-03,2,type_b,27.91822093,8.13,High,5.107363061
1147,2024-01-28,2,type_c,25.99832477,51.52,Low,6.162897982
1148,2023-10-10,2,type_a,27.13125957,,Low,5.191751991
1149,2024-04-09,2,type_b,40.4069025,29.27,Low,6.556891989
1150,2024-04-06,2,type_a,32.74210271,31.03,High,5.306962914
1151,2024-01-07,2,type_a,30.68666286,30.06,Low,4.928862503
1152,2023-12-17,1,type_a,36.32432737,60.12,Medium,7.943741324
1153,2024-06-03,1,type_a,45.92746229,15.48,Medium,6.74346698
1154,2023-09-19,2,type_c,34.21739978,46.56,Medium,6.418326443
1155,2023-10-25,1,type_c,57.65513102,23.85,Medium,7.145020875
1156,2024-01-07,2,type_b,39.47159264,22.13,Medium,6.244976258
1157,2024-01-31,2,type_b,42.02561827,38.98,Medium,5.504258397
1158,2024-02-29,2,type_c,36.72371944,10.49,Medium,4.566579484
1159,2023-11-19,2,type_c,31.51150253,30.52,Low,6.567015171
1160,2024-01-18,1,type_b,40.98772612,16.53,Low,7.50469093
1161,2024-06-22,2,type_c,26.46046662,21.42,High,6.909881167
1162,2024-08-08,1,type_a,49.31591231,25.33,Low,8.81446707
1163,2023-09-30,1,type_a,40.14284452,18.59,Medium,9.246298847
1164,2024-02-28,2,type_a,34.52952397,21.37,Medium,5.788382158
1165,2024-03-26,2,Type_C,35.43300455,44.47,Medium,4.672468157
1166,2024-03-12,2,type_c,39.54142193,39.8,-,3.509993541
1167,2023-12-28,1,type_a,45.1195845,41.6,Low,8.455150666
1168,2023-10-09,2,type_b,36.70839501,26.55,Low,5.360510175
1169,2023-11-18,2,type_b,39.60966459,46.59,Low,6.121612774
1170,2024-05-12,1,type_a,45.65472948,42.49,Low,8.309170592
1171,2023-12-20,1,type_b,47.82232958,26.73,-,7.258238506
1172,2023-10-08,2,type_b,29.48130663,44.22,High,4.980216586
1173,2024-02-03,2,type_b,28.67344153,34.36,-,3.522474252
1174,2024-02-15,2,Type_C,32.19411278,38.72,Low,4.894187668
1175,2023-12-11,1,type_c,44.78178918,17.74,Low,7.691319521
1176,2024-03-30,2,type_c,33.46531601,19.02,Medium,8.412655034
1177,2024-05-13,2,type_a,26.5218514,52.61,High,6.758251898
1178,2023-11-07,1,type_a,42.96131777,37.75,Low,8.477109858
1179,2024-03-26,1,type_b,38.53706862,33.83,Low,8.098557737
1180,2024-02-15,1,type_c,46.18668595,62.56,Low,9.098949491
1181,2023-10-28,2,type_c,27.53183123,11.17,Medium,6.915865028
1182,2024-04-27,2,type_b,30.24594579,55.24,High,6.362001083
1183,2024-02-01,2,type_a,31.9565435,23.77,Low,5.488000117
1184,2024-01-22,1,type_b,42.90761962,47.64,High,8.15672463
1185,2024-04-09,1,type_c,39.88331727,26.05,Medium,6.485421912
1186,2024-01-02,2,type_b,29.48371859,57.99,High,4.344855401
1187,2023-10-17,1,type_a,47.89982164,23.42,Medium,8.482646218
1188,2024-07-06,1,type_a,53.63336206,15.2,Medium,6.426251345
1189,2023-11-29,1,type_c,40.75027468,24,Low,6.116223929
1190,2024-07-07,2,type_c,34.18100854,24.99,High,5.407915797
1191,2024-05-19,2,type_c,40.12803381,17.34,Low,7.711683549
1192,2024-07-29,2,type_c,30.08480189,8.75,Medium,6.728357158
1193,2024-03-13,2,type_b,31.45827934,13.37,-,5.313330332
1194,2023-08-20,2,type_b,34.57049961,15.33,Low,4.871190797
1195,2024-06-16,2,type_a,33.59354147,30.17,High,5.153134893
1196,2024-03-11,1,type_a,51.59561989,18.38,Low,6.585809625
1197,2024-06-08,2,type_c,32.04312964,11.23,Low,6.354817849
1198,2023-09-13,2,type_b,37.48593152,27.31,Low,5.96691282
1199,2024-01-19,2,type_c,33.10509423,23.48,Medium,4.817844135
1200,2024-01-17,2,type_b,23.74526026,46.36,Medium,9.174733005
1201,2023-12-04,1,type_b,41.02005207,45.35,Low,6.915630284
1202,2024-02-06,1,type_a,42.7196834,51.7,Medium,8.182165857
1203,2024-05-06,2,type_b,39.96980813,36.06,Low,6.004274723
1204,2024-04-12,2,type_a,35.08931032,14.26,High,5.558427301
1205,2024-02-06,1,type_a,35.15124902,39.09,High,8.349265218
1206,2024-08-06,1,type_a,39.25308399,33.53,Medium,7.951332055
1207,2023-08-11,2,type_a,36.30415898,29.82,High,3.763745747
1208,2024-04-26,2,type_a,24.017871,47.42,Medium,6.670281015
1209,2023-12-13,1,type_c,39.0731177,52.94,High,8.317243145
1210,2024-03-22,2,type_a,36.44101293,52.56,High,6.028878938
1211,2023-09-20,1,type_b,36.93180044,41.35,High,8.52895105
1212,2023-11-11,1,type_a,50.08052734,26.54,High,7.323080194
1213,2024-06-29,2,type_b,44.00145447,21.54,Medium,5.848567142
1214,2023-12-30,1,type_a,48.69272022,31.1,High,8.90079858
1215,2024-05-12,2,type_b,37.74951141,52.32,High,5.322621319
1216,2023-12-21,2,type_b,34.11819718,50.44,Medium,5.041808564
1217,2024-02-02,2,type_a,40.38481329,19.83,Low,7.135997998
1218,2024-01-14,2,type_b,28.67020693,10.63,Medium,6.671448352
1219,2024-01-14,2,type_b,38.00192341,13.84,High,5.135450532
1220,2024-07-03,1,type_b,39.08617132,43,Medium,8.227195196
1221,2024-05-28,1,type_c,47.02628822,11.05,High,7.953301864
1222,2024-05-01,2,type_a,23.32082946,48.48,Low,5.277931898
1223,2024-06-20,2,Type_C,40.60618076,38.04,Low,5.064518276
